Appendix B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29 Pictures with nonequivalent name agreement and equivalent concept agreement, across all cultural and age groups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Picture,,Concept 2,Culture,Age,n 3,Familiarity 4 ,,,Name agreement 5,,Concept,,Name responses (and raw frequency counts)  7,,,,,,,,,,,,,,,,,,,,,,,
no. 1,,,,,,,,,,,agreement 6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mean,SD,,H,%,%,,,,,,,,,,,,,,,,,,,,,,,,,
2,,airplane,American,Young,113,3.45,0.92,"d, f",0.921,77,97,,"airplane (87), plane (23)",,,,,,,,,,,,,,,,,,,,,,,
2,,,American,Old,103,4.02,0.93,g,1.207,75,93,,"airplane (77), plane (18)",,,,,,,,,,,,,,,,,,,,,,,
2,,,Chinese,Young,99,4.66,0.72,,0.850,87,87,,?? airplane (86),,,,,,,,,,,,,,,,,,,,,,,
2,,,Chinese,Old,94,4.79,0.55,,0.520,93,93,,?? airplane (87),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,arrow,American,Young,113,4.07,0.87,"d, f",0.747,87,87,,arrow (98),,,,,,,,,,,,,,,,,,,,,,,
8,,,American,Old,103,4.48,0.83,g,1.251,77,77,,arrow (79),,,,,,,,,,,,,,,,,,,,,,,
8,,,Chinese,Young,100,4.89,0.40,,1.658,72,76,,"?? arrow (72), ???? arrow sign (3), ???? arrow sign (1)",,,,,,,,,,,,,,,,,,,,,,,
8,,,Chinese,Old,96,4.86,0.46,,1.742,71,88,,"?? arrow (68), ???? arrow sign (10), ???? pointing arrow (3), ??? arrow (1), ???? arrow sign (1), ???? arrow (1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"a, b",bicycle,American,Young,113,4.33,0.78,f,0.987,43,100,,"bike (64), bicycle (49)"
27,,,American,Old,103,4.17,1.04,g,0.824,78,99,,"bicycle (80), bike (22)"
27,,,Chinese,Young,100,4.96,0.20,,0.891,85,86,,"??? bicycle (85), ?? bicycle (1)"
27,,,Chinese,Old,100,4.93,0.33,,0.081,99,99,,??? bicycle (99)
,,,,,,,,,,,,,
50,,caterpillar,American,Young,113,2.52,0.89,"d, f",0.844,82,82,,caterpillar (93)
50,,,American,Old,103,3.25,1.28,g,1.341,74,74,,caterpillar (76)
50,,,Chinese,Young,100,4.38,0.95,,1.696,64,74,,"?????? caterpillar (64), ? caterpillar (8), ???? big caterpillar (1), ??? caterpillar (1)"
50,,,Chinese,Old,96,4.31,1.04,,2.101,48,72,,"?????? caterpillar (46), ? caterpillar (21), ?? caterpillar (1), ???? caterpillar (1)"
,,,,,,,,,,,,,
53,,chair,American,Young,113,4.94,0.24,,0.000,100,100,,chair (113)
53,,,American,Old,103,4.93,0.43,,0.158,98,98,,chair (101)
53,,,Chinese,Young,100,4.93,0.26,,1.002,86,88,,"???? chair (86) , ?? sitting chair (2)"
53,,,Chinese,Old,95,4.95,0.22,,0.787,87,87,,???? chair (83)
,,,,,,,,,,,,,
59,,cigarette,American,Young,113,3.64,1.17,f,0.073,99,99,,cigarette (112)
59,,,American,Old,103,3.75,1.44,g,0.079,99,99,,cigarette (102)
59,,,Chinese,Young,100,4.86,0.51,,1.337,48,96,,"?? cigarette (48), ? cigarette (45), ?? cigarette roll (2), ?? paper cigarette  (1)"
59,,,Chinese,Old,97,4.79,0.54,,1.360,65,99,,"?? cigarette (63), ? cigarette (24), ?? cigarette roll (7), ?? paper cigarette  (2)"
,,,,,,,,,,,,,
78,,dress,American,Young,112,3.88,1.01,"d, f",0.397,95,95,,dress (106)
78,,,American,Old,103,4.42,0.96,g,0.000,100,100,,dress (103)
78,,,Chinese,Young,100,4.83,0.47,,1.848,49,87,,"??? dress (49), ???? dress/ skirt (36), ?? female dress/skirt (1), ?? dress (1)"
78,,,Chinese,Old,96,4.90,0.31,,0.963,85,95,,"??? dress (82), ???? dress/ skirt (5), ???? female dress (1), ?? dress (3)"
,,,,,,,,,,,,,
88,a,finger,American,Young,113,4.96,0.21,,0.849,82,100,,"finger (93), index finger (16), pointer finger (4)"
88,,,American,Old,103,4.95,0.26,,1.466,62,99,,"finger (64), index finger (36), forefinger (1), pointer finger (1)"
88,,,Chinese,Young,100,4.98,0.14,,1.431,59,91,,"?? index finger (59), ?? finger (32)"
88,,,Chinese,Old,98,4.97,0.17,,1.911,55,91,,"?? index finger (54), ?? finger (28), ??? index finger (1), ??? index finger (5), ??? index finger (1)"
,,,,,,,,,,,,,
