arson	N	4.11	(1.93)	2868	(1509)	675	743	-68	675	743	-68	2.88	3.93
art	N	5.71	(1.30)	2631	(1772)	460	582	-122	470	596	-126	4.93	5.78
artery	N	5.79	(1.45)	2656	(1599)	596	722	-126	615	704	-89	2.96	3.83
artist	N	6.39	(1.13)	1648	(513)	471	590	-119	496	591	-95	4.54	5.20
ascend	V	3.93	(2.14)	2287	(1007)	583	543	40	593	597	-4	3.34	3.68
ash	N	6.32	(1.42)	1847	(806)	500	607	-107	624	691	-67	3.93	3.70
ask	V	3.39	(1.83)	2778	(1692)	602	459	143	582	500	82	5.50	6.50
aspect	N	1.21	(0.42)	2501	(1172)	514	616	-102	551	624	-73	4.58	4.88
aspire	V	3.36	(2.18)	2683	(1342)	684	548	136	630	583	47	3.20	4.23
assert	V	2.43	(1.57)	2657	(1742)	623	453	170	609	532	77	3.90	3.83
assess	V	2.68	(1.87)	2982	(1602)	649	511	138	661	602	59	3.70	3.93
asset	N	3.75	(1.90)	2737	(1151)	543	602	-59	540	602	-62	4.06	3.80
assign	V	3.50	(1.86)	1946	(850)	624	476	148	572	539	33	4.29	5.15
assume	V	2.54	(1.62)	3069	(2015)	600	483	117	571	510	61	4.93	5.88
assure	V	2.82	(1.61)	3294	(2711)	649	527	122	639	558	81	4.15	4.68
atlas	N	6.36	(0.91)	2240	(1777)	503	611	-108	503	611	-108	3.73	3.68
atom	N	5.54	(1.71)	2350	(1262)	517	664	-147	532	650	-118	3.76	3.98
attach	V	4.43	(1.62)	3041	(1440)	598	464	134	531	533	-2	4.47	5.50
attack	B	5.64	(1.66)	2153	(879)	468	487	-19	491	502	-11	4.90	5.28
attain	V	3.29	(1.94)	2505	(1421)	679	518	161	671	588	83	3.67	4.38
attend	V	3.41	(1.58)	3330	(2514)	641	475	166	609	531	78	4.40	5.63
aunt	N	6.50	(1.00)	2170	(1080)	567	578	-11	594	605	-11	3.54	5.35
auto	N	5.96	(1.88)	2156	(1593)	477	564	-87	484	568	-84	4.22	5.68
autumn	N	6.14	(1.11)	2464	(1334)	609	752	-143	609	752	-143	3.50	5.05
avenge	V	2.43	(1.32)	3094	(1319)	711	606	105	682	662	20	2.67	3.60
avenue	N	5.54	(1.79)	2412	(1391)	759	840	-81	751	829	-78	4.33	5.60
avert	V	2.54	(1.53)	2741	(1448)	728	693	35	726	695	31	3.18	2.73
avoid	V	4.04	(2.13)	2120	(1066)	600	453	147	597	477	120	4.76	5.68
await	V	3.89	(1.55)	2366	(812)	630	534	96	624	615	9	3.83	4.25
awaken	V	5.57	(1.67)	2055	(1068)	617	514	103	610	637	-27	3.62	5.38
awe	B	4.29	(1.82)	2604	(1277)	509	586	-77	529	595	-66	3.47	3.98
awning	N	5.11	(2.01)	2466	(916)							1.18	2.13
bacon	N	6.89	(0.31)	1555	(885)	514	598	-84	514	598	-84	3.50	5.05
badge	N	6.43	(1.20)	1777	(917)	499	594	-95	522	603	-81	3.48	3.23
baffle	V	3.75	(1.73)	3335	(2254)	583	605	-22	645	636	9	3.21	3.44
ballad	N	4.52	(2.10)	2412	(1358)	505	671	-166	528	664	-136	3.20	2.97
ballet	N	6.50	(1.11)	2070	(1068)	473	584	-111	473	584	-111	3.22	3.93
ban	B	3.71	(2.31)	2718	(1361)	511	504	7	549	541	8	4.36	3.93
banana	N	6.81	(0.96)	1558	(541)	496	590	-94	505	582	-77	3.63	5.35
banish	V	3.54	(1.79)	2553	(1210)	686	545	141	660	649	11	3.12	3.10
banner	N	6.32	(1.39)	1808	(728)	504	609	-105	521	612	-91	3.59	3.88
barley	N	4.96	(2.25)	2189	(1354)	550	633	-83	550	633	-83	3.08	2.55
barn	N	6.93	(0.38)	1278	(333)	506	639	-133	522	648	-126	3.46	3.10
basin	N	4.93	(2.07)	2039	(924)	597	740	-143	606	742	-136	3.38	2.80
basis	N	1.64	(0.95)	2191	(953)	601	682	-81	601	682	-81	4.68	5.03
baste	V	4.29	(1.88)	2797	(2480)				768	836	-68	2.72	2.13
batch	N	4.00	(2.09)	3111	(1893)	503	572	-69	517	580	-63	4.07	3.88
bath	N	6.48	(1.16)	1696	(918)	475	598	-123	490	600	-110	3.83	5.45
bathe	V	5.57	(1.73)	2806	(1291)	679	512	167	614	593	21	3.43	4.68
baton	N	5.75	(1.71)	2067	(947)	708	823	-115	708	823	-115	3.23	2.53
bauble	N	3.11	(2.18)	2539	(1464)							1.71	1.83
bawl	V	3.50	(1.95)	3193	(1100)							2.38	2.75
beast	N	6.46	(0.88)	1908	(861)	537	704	-167	568	723	-155	4.30	3.95
beauty	N	5.36	(1.68)	3185	(3028)	445	560	-115	456	569	-113	4.13	5.88
beckon	V	3.75	(2.05)	2309	(1098)				756	825	-69	2.68	3.00
become	V	2.75	(1.62)	2266	(1224)	578	448	130	563	506	57	5.16	5.88
bee	N	6.96	(0.19)	1294	(357)	464	569	-105	590	694	-104	3.95	4.80
beet	N	5.46	(2.01)	2780	(2978)	603	650	-47	620	672	-52	2.76	3.28
beg	V	5.54	(1.62)	2094	(965)	608	506	102	602	546	56	4.00	5.18
begin	V	3.54	(1.73)	3386	(1936)	585	504	81	565	568	-3	5.08	6.28
behave	V	3.86	(1.84)	2747	(2618)	652	476	176	629	521	108	3.99	5.83
belief	N	3.64	(1.75)	2743	(2108)	490	548	-58	537	560	-23	4.53	5.58
bell	N	6.71	(0.81)	1635	(699)	470	606	-136	477	604	-127	4.45	5.58
belly	N	6.18	(1.44)	1836	(1275)	555	639	-84	564	645	-81	3.80	5.20
belong	V	2.79	(1.83)	2617	(1180)	656	562	94	625	581	44	4.44	5.83
berate	V	1.96	(1.53)	2542	(2229)	743	569	174	710	613	97	2.56	2.15
betray	V	3.79	(1.89)	3151	(2534)	674	511	163	634	595	39	3.47	4.28
beware	V	4.39	(2.04)	2275	(905)	564	578	-14	564	578	-14	3.75	5.65
bib	N	5.93	(1.76)	1796	(800)	596	712	-116	596	712	-116	2.89	3.13
bicker	V	4.21	(2.02)	2422	(1812)	728	649	79	596	607	-11	3.03	3.63
bind	V	3.71	(1.74)	2867	(1265)	570	581	-11	539	583	-44	4.46	4.05
blade	N	6.67	(0.68)	1638	(730)	446	602	-156	465	601	-136	4.16	4.05
bleed	V	6.39	(0.99)	2198	(1700)	565	474	91	542	538	4	3.91	4.98
blend	B	5.54	(1.57)	2547	(1889)	531	560	-29	553	583	-30	3.75	5.33
bless	V	4.41	(1.85)	3356	(2470)	633	606	27	595	648	-53	4.22	4.58
blight	B	2.21	(1.57)	3013	(1740)	861	944	-83	861	944	-83	3.29	2.08
bliss	N	3.21	(1.71)	2967	(3177)	517	583	-66	517	583	-66	3.35	3.58
blob	N	5.61	(1.59)	2597	(1017)	536	661	-125	560	660	-100	3.20	3.93
bloom	B	5.82	(1.39)	2341	(1051)	572	652	-80	569	643	-74	3.71	3.98
blot	B	5.14	(1.51)	3301	(4695)	566	622	-56	656	698	-42	2.94	3.63
blouse	N	6.54	(1.04)	1787	(1126)	658	741	-83	664	741	-77	3.28	4.80
blurt	V	4.25	(1.90)	2571	(1992)	795	644	151	757	690	67	2.71	4.10
bolt	B	6.00	(1.47)	2582	(1934)	482	621	-139	495	608	-113	4.06	4.35
bone	N	6.46	(1.17)	1916	(1203)	661	792	-131	596	718	-122	4.37	5.65
bonus	N	4.21	(1.83)	2684	(1650)	520	613	-93	536	616	-80	4.23	5.68
boost	B	4.04	(2.06)	3126	(1634)	566	514	52	586	557	29	3.80	4.28
booth	N	6.14	(1.15)	2013	(859)	484	606	-122	504	618	-114	3.73	4.53
booty	N	5.54	(1.88)	2780	(1324)	599	665	-66	621	674	-53	2.75	4.60
borrow	V	4.82	(1.83)	2298	(1072)	651	484	167	593	528	65	4.02	6.18
bound	B	4.00	(1.66)	2105	(853)	520	532	-12	538	559	-21	4.23	4.45
bounty	N	3.57	(1.77)	3383	(2889)	502	630	-128	525	643	-118	3.28	3.35
bout	N	3.21	(1.79)	2252	(1209)	583	592	-9	583	595	-12	3.79	2.65
breath	N	5.89	(1.47)	2440	(1773)	541	593	-52	546	596	-50	4.18	5.95
brew	B	4.96	(1.29)	2311	(979)	490	525	-35	512	565	-53	3.89	4.10
bride	N	6.89	(0.31)	1798	(719)	489	620	-131	506	626	-120	3.67	4.68
bring	V	2.68	(1.54)	2696	(1449)	566	404	162	546	473	73	5.09	6.45
brood	B	3.36	(2.18)	2272	(1740)	570	572	-2	584	599	-15	3.03	2.33
broth	N	4.96	(2.15)	2569	(1436)	589	680	-91	589	680	-91	2.89	2.55
brow	N	5.26	(1.79)	2314	(938)	591	677	-86	607	688	-81	2.99	4.28
bruise	B	6.29	(1.01)	2044	(925)	625	614	11	615	618	-3	3.35	5.10
brush	B	6.68	(0.55)	2101	(680)	501	520	-19	541	556	-15	3.99	6.20
bucket	N	6.68	(0.67)	1803	(894)	505	638	-133	509	628	-119	3.61	4.65
buckle	B	6.43	(1.03)	1886	(1062)	531	584	-53	577	623	-46	3.42	5.23
bug	B	6.57	(0.79)	1572	(698)	513	578	-65	520	571	-51	4.72	6.08
bugle	N	5.54	(1.75)	2360	(882)	577	672	-95	596	672	-76	2.73	2.33
bulb	N	6.32	(1.02)	2072	(1245)	559	653	-94	545	625	-80	3.73	4.38
bulge	B	5.07	(2.00)	2164	(1069)	568	673	-105	589	670	-81	3.31	4.13
bullet	N	6.89	(0.32)	1797	(617)	452	582	-130	460	567	-107	4.12	4.65
bury	V	5.21	(1.77)	2551	(1226)	590	471	119	555	541	14	3.47	4.23
bustle	B	3.57	(2.18)	2071	(1070)				690	805	-115	2.58	3.08
butler	N	6.43	(1.17)	1874	(1055)	571	651	-80	571	651	-80	3.56	3.45
buzz	B	5.14	(1.96)	2552	(1161)	475	557	-82	507	578	-71	3.71	4.80
cab	N	6.61	(0.99)	1813	(1016)	466	587	-121	478	594	-116	3.60	3.60
cadet	N	5.33	(1.86)	2286	(1153)	521	603	-82	524	606	-82	3.32	2.78
camel	N	6.75	(0.70)	1454	(370)	683	808	-125	674	789	-115	3.61	3.20
campus	N	6.43	(1.03)	1830	(691)	519	632	-113	538	645	-107	4.18	6.50
cancel	V	3.93	(1.86)	2839	(1709)	588	472	116	603	565	38	4.76	5.95
cancer	N	4.86	(2.12)	2470	(1077)	499	570	-71	506	575	-69	4.28	5.25
canyon	N	6.57	(0.69)	1798	(1227)	497	640	-143	508	646	-138	3.66	4.75
cape	N	6.04	(1.50)	2315	(1767)	507	644	-137	510	645	-135	3.75	3.38
care	B	4.64	(2.26)	2217	(1172)	587	503	84	591	517	74	5.09	5.95
carrot	N	6.68	(0.82)	1662	(818)	491	616	-125	535	628	-93	3.44	5.45
carry	V	5.32	(1.79)	2060	(796)	580	426	154	549	487	62	4.71	6.13
carve	V	5.54	(1.43)	2874	(1761)	629	501	128	570	572	-2	3.50	3.30
casino	N	6.68	(0.86)	1746	(941)	532	634	-102	584	675	-91	3.86	5.20
cast	B	5.32	(1.83)	2558	(1021)	467	491	-24	471	506	-35	4.52	4.50
cater	V	4.89	(1.73)	2648	(1823)	670	537	133	649	616	33	3.52	3.83
cattle	N	6.75	(0.52)	1666	(576)	492	575	-83	492	575	-83	3.58	4.28
cavern	N	5.86	(1.88)	2254	(1298)	559	695	-136	740	868	-128	3.43	3.05
cavity	N	6.07	(1.36)	2585	(1374)	552	696	-144	565	681	-116	3.17	4.60
cavort	V	2.07	(1.63)	2571	(1287)							2.04	1.80
cease	V	3.48	(1.72)	2737	(1300)	596	491	105	614	556	58	3.85	3.75
cell	N	5.71	(1.46)	2236	(874)	455	588	-133	589	673	-84	4.65	5.23
cereal	N	6.61	(0.92)	1907	(1619)	504	578	-74	535	607	-72	3.59	6.25
chalk	B	6.61	(1.23)	1523	(779)	498	532	-34	498	532	-34	3.22	5.08
change	B	3.54	(1.95)	3268	(1738)	538	432	106	531	475	56	5.47	6.45
chase	B	5.64	(1.62)	1945	(785)	479	524	-45	506	539	-33	4.14	4.75
chef	N	6.54	(0.88)	2365	(2064)	499	610	-111	523	622	-99	3.24	5.05
chess	N	6.68	(0.72)	1947	(710)	481	576	-95	481	576	-95	4.05	4.53
chest	N	6.64	(0.68)	1873	(808)	574	660	-86	576	660	-84	4.13	5.70
chew	V	5.89	(1.03)	2220	(892)	596	457	139	589	523	66	3.77	6.03
child	N	6.61	(1.20)	1972	(2167)	464	541	-77	494	534	-40	5.24	5.88
chime	B	5.75	(1.55)	2875	(1971)	596	631	-35	597	648	-51	3.29	3.73
chive	N	4.96	(2.05)	2886	(1462)							2.03	2.73
choir	N	6.39	(1.40)	2265	(1387)	489	611	-122	503	619	-116	3.37	5.40
choke	V	5.89	(1.31)	2102	(813)	489	507	-18	538	554	-16	3.76	4.73
choose	V	3.67	(1.69)	3758	(2017)	596	447	149	579	486	93	4.95	5.93
chore	N	5.14	(1.90)	2461	(1502)	656	703	-47	659	690	-31	3.18	4.73
church	N	6.67	(0.88)	1511	(598)	471	583	-112	480	587	-107	4.75	5.33
cider	N	5.61	(1.57)	2002	(884)	556	604	-48	556	604	-48	2.82	3.88
cigar	N	6.86	(0.45)	1689	(1116)	588	668	-80	587	660	-73	3.23	4.00
cinema	N	6.36	(1.50)	1761	(801)	494	639	-145	509	649	-140	3.55	5.35
circus	N	6.81	(0.48)	1711	(1048)	476	636	-160	494	643	-149	3.56	4.13
cite	V	2.93	(1.82)	3635	(2591)	592	499	93	567	557	10	4.25	3.88
city	N	6.57	(1.20)	1620	(1148)	494	651	-157	501	648	-147	5.08	6.35
claim	B	3.18	(1.52)	3114	(1693)	567	486	81	549	509	40	5.08	5.15
clan	N	4.71	(2.21)	2241	(1033)	451	581	-130	469	591	-122	3.73	3.73
clang	B	4.82	(1.93)	2333	(1354)	783	798	-15	783	798	-15	2.44	2.68
clause	N	2.79	(1.57)	2991	(1007)	527	636	-109	537	639	-102	3.89	2.70
claw	B	6.21	(1.23)	2159	(1374)	525	617	-92	561	630	-69	3.73	4.33
clay	N	6.14	(1.15)	1857	(1005)	670	787	-117	670	787	-117	4.03	3.98
clench	V	4.63	(1.84)	2357	(1708)	689	600	89	695	701	-6	3.11	3.75
client	N	4.61	(2.02)	2480	(1425)	523	603	-80	564	613	-49	5.02	5.20
cliff	N	6.75	(0.59)	1629	(989)	474	593	-119	501	614	-113	3.82	4.25
cling	V	4.75	(1.55)	2483	(1297)	634	494	140	635	580	55	3.45	3.95
clinic	N	5.86	(1.33)	2084	(947)	505	628	-123	521	620	-99	3.82	4.03
clot	B	5.14	(1.58)	2234	(1220)	626	690	-64	675	718	-43	2.82	4.20
cloth	N	6.44	(0.97)	2064	(1316)	778	860	-82	773	853	-80	4.06	5.68
clothe	V	5.63	(1.84)	2477	(1109)	694	616	78	525	562	-37	4.41	4.15
coax	V	2.54	(1.57)	2961	(1500)	503	565	-62	539	591	-52	3.40	3.10
cocoa	N	5.96	(1.43)	2288	(1857)	557	667	-110	557	667	-110	3.16	4.80
cod	N	4.18	(2.37)	2718	(1385)	679	661	18	688	670	18	4.07	2.53
coddle	V	2.57	(1.83)	2209	(1063)							1.84	2.33
coffin	N	6.64	(1.06)	2353	(2128)	669	820	-151	669	811	-142	3.59	3.70
colony	N	5.21	(1.60)	2888	(2011)	469	619	-150	494	621	-127	3.87	3.65
column	N	6.07	(1.12)	2141	(985)	476	623	-147	486	619	-133	4.35	5.43
comb	B	6.75	(0.44)	1883	(746)	585	623	-38	635	665	-30	3.47	5.98
come	V	3.57	(1.91)	2936	(1520)	554	438	116	541	500	41	5.72	6.10
comedy	N	4.79	(1.95)	2677	(1687)	462	582	-120	471	586	-115	3.87	6.10
comet	N	6.68	(0.86)	2211	(1307)	513	686	-173	528	685	-157	3.65	4.08
comma	N	5.50	(1.82)	2713	(1324)	538	626	-88	563	632	-69	3.38	5.20
compel	V	2.79	(1.85)	2347	(1800)	679	580	99	630	600	30	3.87	3.78
comply	V	3.43	(1.79)	2726	(1772)	691	525	166	682	567	115	3.66	4.43
concur	V	2.46	(1.45)	2875	(1608)	696	644	52	708	698	10	3.26	2.68
confer	V	2.29	(1.46)	3282	(2397)	650	580	70	667	649	18	3.15	2.67
convey	V	2.52	(1.42)	2815	(1438)	640	512	128	643	571	72	3.66	4.00
cookie	N	6.93	(0.26)	1382	(470)	465	590	-125	484	568	-84	3.74	5.65
cope	V	2.46	(1.32)	2934	(1663)	646	492	154	626	516	110	3.70	4.78
corn	N	6.79	(0.79)	1720	(1568)	467	572	-105	467	572	-105	3.70	4.80
corpse	N	6.50	(0.84)	1815	(720)	495	619	-124	516	621	-105	3.52	4.15
county	N	4.63	(1.94)	2375	(856)	515	642	-127	522	647	-125	4.42	5.48
coupon	N	6.57	(1.14)	1796	(986)	583	686	-103	583	650	-67	3.66	5.18
cousin	N	5.89	(1.81)	2458	(1664)	552	612	-60	571	616	-45	3.83	5.03
coward	N	5.07	(1.86)	2667	(1793)	621	632	-11	616	631	-15	3.36	4.30
crab	N	6.89	(0.31)	1732	(1734)	486	619	-133	516	620	-104	3.14	4.50
craft	N	4.79	(1.73)	2203	(908)	455	560	-105	509	591	-82	4.02	3.95
cram	V	4.46	(1.99)	2846	(1289)	687	629	58	661	634	27	3.34	5.13
crave	V	4.61	(1.95)	2750	(1917)	682	589	93	635	604	31	3.23	5.53
crease	B	5.18	(1.72)	2580	(1611)	617	761	-144	707	800	-93	3.56	3.70
create	V	3.18	(1.96)	3486	(1904)	596	435	161	562	499	63	5.22	5.15
creek	N	5.96	(1.64)	1995	(968)	580	699	-119	583	702	-119	3.94	4.53
crime	N	5.75	(1.48)	2199	(2071)	470	561	-91	494	569	-75	4.67	5.20
crisis	N	4.89	(1.83)	2309	(947)	478	614	-136	486	617	-131	4.16	4.78
critic	N	4.64	(1.91)	2766	(1726)	504	597	-93	512	566	-54	3.90	4.23
croak	B	5.32	(1.74)	2263	(991)	734	659	75	734	659	75	2.27	3.00
crunch	B	5.50	(1.45)	2288	(1048)	499	557	-58	555	598	-43	3.42	5.23
crutch	N	5.43	(1.97)	1881	(810)	621	694	-73	635	690	-55	2.95	3.60
cult	N	4.39	(2.15)	2710	(1366)	464	585	-121	482	593	-111	4.12	3.50
cure	B	4.46	(1.95)	2934	(1704)	504	503	1	531	527	4	4.11	5.08
dabble	V	3.54	(1.97)	2142	(934)	727	584	143	783	719	64	2.65	2.88
daisy	N	6.79	(0.57)	1754	(972)	508	575	-67	536	606	-70	3.21	3.98
dance	B	6.57	(0.92)	1714	(555)	456	519	-63	480	547	-67	4.64	6.10
danger	N	4.00	(2.31)	2756	(1531)	512	593	-81	524	600	-76	4.19	5.48
dash	B	5.07	(1.86)	3185	(1727)	460	551	-91	498	570	-72	3.70	3.98
day	N	5.11	(2.10)	3309	(2936)	484	597	-113	512	617	-105	5.60	6.60
daze	V	4.61	(1.55)	2975	(1828)	614	726	-112	587	664	-77	3.12	4.78
deal	B	4.86	(2.09)	2486	(1590)	560	507	53	559	525	34	5.11	4.98
death	N	6.14	(1.35)	2239	(1232)	459	540	-81	467	547	-80	4.93	5.88
debt	N	4.57	(1.93)	2315	(1213)	518	598	-80	546	615	-69	4.22	5.48
decay	B	4.93	(1.70)	2384	(1164)	565	587	-22	578	613	-35	3.69	4.38
deceit	N	2.36	(1.57)	2877	(1740)	684	698	-14	684	698	-14	2.96	4.03
decide	V	2.46	(1.53)	2822	(1312)	625	460	165	594	516	78	4.99	6.18
deduce	V	3.11	(1.85)	2565	(1469)	709	560	149	701	597	104	3.15	3.15
deduct	V	3.26	(1.93)	2524	(1167)	705	554	151	702	607	95	3.27	4.20
defeat	B	4.54	(1.93)	2980	(2342)	542	466	76	549	519	30	4.17	4.35
defend	V	4.50	(1.60)	3191	(2547)	649	458	191	609	488	121	4.40	4.95
defer	V	1.96	(1.69)	2666	(1291)	693	523	170	648	573	75	3.18	2.95
define	V	3.04	(1.62)	2691	(1287)	598	459	139	570	531	39	4.78	5.75
defy	V	2.82	(1.76)	3094	(1789)	651	526	125	654	592	62	3.31	3.40
delude	V	2.82	(1.61)	3174	(6388)	731	578	153	678	619	59	3.21	2.28
delve	V	2.07	(1.65)	2457	(1443)	737	547	190	745	623	122	3.03	1.98
demand	B	4.19	(1.88)	2352	(1309)	507	498	9	517	516	1	4.64	5.28
demon	N	6.21	(1.23)	1994	(830)	538	689	-151	529	652	-123	4.10	4.13
denote	V	2.46	(1.50)	2648	(1426)	647	584	63	661	696	-35	3.50	3.25
deny	V	3.39	(1.89)	2446	(953)	634	452	182	601	511	90	4.48	5.13
depart	V	4.26	(1.85)	2907	(2069)	568	491	77	575	575	0	3.57	4.58
depend	V	3.14	(1.72)	3273	(2955)	595	514	81	579	572	7	4.84	5.83
depict	V	2.04	(1.23)	3036	(1377)	640	554	86	620	658	-38	3.59	3.43
depth	N	3.57	(1.50)	3041	(1262)	493	580	-87	505	589	-84	4.18	4.25
derive	V	2.75	(1.71)	2597	(1267)	631	478	153	578	594	-16	4.21	3.95
design	B	5.29	(1.49)	2159	(936)	532	597	-65	540	595	-55	5.24	4.73
desire	B	4.68	(1.98)	2201	(1090)	519	522	-3	554	562	-8	4.69	5.63
desk	N	6.71	(0.85)	1796	(1108)	540	650	-110	544	651	-107	4.16	6.53
detach	V	4.54	(1.77)	2363	(948)	626	556	70	580	577	3	3.25	4.40
detain	V	3.61	(1.79)	2645	(1440)	781	665	116	684	663	21	3.36	3.18
detect	V	3.71	(1.78)	2773	(1456)	624	483	141	614	549	65	4.25	4.60
detest	V	4.14	(1.90)	2657	(1847)	700	614	86	700	614	86	2.67	3.63
device	N	4.25	(1.90)	2428	(1248)	479	591	-112	498	584	-86	4.87	5.20
devise	V	2.96	(1.60)	2923	(1662)	656	501	155	636	596	40	3.47	3.98
devote	V	3.04	(1.76)	3182	(2163)	672	489	183	590	618	-28	4.08	4.80
devour	V	5.14	(1.58)	2705	(1476)	694	562	132	875	913	-38	3.44	4.03
dew	N	5.96	(1.37)	1876	(698)	512	613	-101	512	613	-101	3.12	4.10
diary	N	6.46	(0.96)	1893	(700)	480	616	-136	511	635	-124	3.55	4.70
differ	V	3.57	(2.06)	3515	(3194)	608	516	92	593	557	36	4.11	4.73
dilate	V	3.36	(2.04)	3526	(2137)				702	692	10	2.70	3.18
dine	V	5.21	(0.96)	2984	(1725)	652	610	42	538	613	-75	3.53	4.95
