UK NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,Mean RT,SD,Number of responses,,Alternative/pass/noresponse,,voicekey fail,environmental,dysfluency,,time out,,pass/no response,,non dominant,,missing data
peanut,,,712,1454,819,820,1754,953,,832,656,,1278,1079,928,612,905,,,1069,851,746,952,1099,,,973.2777778,288.0475462,18,,7,,0,0,0,,0,,1,,6,,7
pear,966,974,1058,931,793,656,1064,733,1012,737,813,917,756,1415,1872,658,1105,899,883,811,992,779,982,1004,638,,937.92,259.9185642,25,,0,,0,0,0,,0,,0,,0,,0
pea pod,,,,,,,,,,,1269,,,,,,,,,,,,,,,,1269,#DIV/0!,1,,24,,0,0,0,,2,,3,,21,,24
pelican,1927,,1021,1900,1027,,,,,817,783,,878,1576,1808,971,1027,1357,,1857,1130,1807,1539,,701,,1301.529412,441.3403049,17,,7,,0,0,0,,6,,6,,1,,8
pen,838,763,783,714,1156,604,803,784,713,660,642,656,757,918,737,616,740,753,614,699,637,736,813,781,757,,746.96,114.6917899,25,,0,,0,0,0,,0,,0,,0,,0
pencil,760,776,732,686,975,827,730,733,696,851,650,584,684,639,779,627,963,817,603,708,634,656,679,814,622,,729,103.2347648,25,,0,,0,0,0,,0,,0,,0,,0
pencil sharpener,,,1301,1304,,,1448,1243,1373,,1031,1342,1276,1014,1047,985,998,1548,,1170,1243,1058,,,,,1211.3125,174.3183749,16,,8,,0,0,1,,2,,2,,6,,9
penguin,876,1218,706,793,768,819,770,706,,654,704,1270,665,909,779,749,621,793,846,727,759,913,880,1820,1543,,887,291.6418292,24,,0,,0,0,0,,1,,0,,0,,1
piano,834,,834,940,869,755,1037,1039,987,730,652,873,980,754,850,667,596,752,850,775,771,741,820,1050,763,,829.9583333,124.7416388,24,,0,,0,0,0,,1,,0,,0,,1
picture,,1155,,,919,808,981,1363,1002,1107,798,1684,1257,,,1010,698,,,1092,,710,831,,893,,1019.25,258.6749569,16,,7,,0,0,0,,2,,0,,7,,9
pig,929,1144,1018,802,876,593,790,798,1075,643,726,766,872,1018,784,650,508,849,960,831,761,643,949,1131,668,,831.36,168.1516875,25,,0,,0,0,0,,0,,0,,0,,0
pigeon,1234,,,,,,,902,1107,,1265,1036,,,,,1157,,1763,,,,1521,,1394,,1264.333333,262.6728003,9,,13,,0,0,0,,7,,1,,12,,16
piggy bank,1425,,,899,1061,868,939,,,829,866,,614,1281,,1178,771,751,1358,1522,,936,,,,,1019.866667,272.002591,15,,10,,0,0,0,,0,,0,,10,,10
pillow,925,798,695,1412,761,882,1556,836,,844,782,823,800,1084,998,735,1118,778,1426,839,876,704,1763,1068,957,,977.5,286.4200321,24,,1,,0,0,0,,0,,0,,1,,1
pineapple,976,1395,803,913,895,712,920,1648,932,758,697,873,981,689,1225,910,633,,619,745,771,753,809,786,728,,882.125,240.5882849,24,,0,,0,0,1,,0,,0,,0,,1
pine cone,,,,,,,,,,,,,,,,,897,,,1454,,,,,1867,,1406,486.7781836,3,,18,,0,0,0,,10,,9,,9,,22
pipe,849,1412,746,721,818,714,890,785,771,704,667,791,783,,836,650,680,778,671,736,703,681,817,1063,1046,,804.6666667,167.1632024,24,,0,,0,0,0,,1,,0,,0,,1
pirate,969,1289,1015,995,1173,1249,1588,1308,1028,820,757,934,1345,910,1098,1805,843,1203,1572,1017,1039,958,932,929,1026,,1112.08,257.5139025,25,,0,,0,0,0,,0,,0,,0,,0
jug,974,1186,681,,997,620,1029,821,1240,649,713,698,700,1082,885,624,577,841,784,1184,825,685,729,1094,1345,,873.4583333,223.7613207,24,,1,,0,0,0,,1,,1,,0,,1
fork,1007,,1008,1029,,1171,1113,807,1179,967,571,,,,722,740,928,710,,1106,726,1104,,1152,844,,938,188.9487948,18,,7,,0,0,0,,2,,2,,5,,7
pizza,1546,1158,771,855,1085,716,915,1272,1148,508,712,659,904,826,890,783,817,866,755,,1283,676,780,1486,885,,929,263.824876,24,,0,,1,0,0,,1,,0,,0,,1
plate,,1088,760,1160,840,639,933,993,954,663,662,827,956,905,1063,768,575,891,991,762,777,,795,1022,1382,,887.2173913,187.6711235,23,,1,,0,0,0,,1,,0,,1,,2
pliers,,1256,,,794,1858,1547,1877,,1153,1453,1812,1383,1670,1337,1096,1261,,,1106,,,,1475,1275,,1397.0625,302.971829,16,,7,,0,1,0,,5,,3,,4,,9
plug,1899,1464,1265,1087,1481,891,1675,961,1059,871,1081,,,,1297,904,925,,906,,,1233,1173,1773,1147,,1215.368421,312.9000924,19,,4,,0,1,1,,3,,3,,1,,6
policeman,,,,,,1127,,,,969,,,1623,1281,,,,1066,,,,,,,1103,,1194.833333,232.974176,6,,16,,1,0,0,,9,,8,,8,,19
swimming pool,1270,1061,813,903,882,676,1326,1127,999,,762,771,919,936,863,805,750,866,890,929,868,865,871,,1017,,920.3913043,157.1411465,23,,2,,0,0,1,,0,,0,,2,,2
popcorn,1019,844,815,690,1084,712,1011,837,1160,706,563,936,762,727,858,597,592,788,701,861,725,594,826,955,758,,804.84,157.0336164,25,,0,,0,0,0,,0,,0,,0,,0
ice lolly,,,,,,,,,,1269,,,,1022,,1102,,,,,,,,,,,1131,126.0277747,3,,22,,0,0,0,,12,,16,,6,,22
porcupine,,,1066,1808,1141,1021,,1195,1328,1323,,,,,1078,1065,,965,,1065,790,,,,,,1153.75,252.9229581,12,,12,,0,0,0,,7,,9,,3,,13
pot,,,1191,,1205,,1480,,,763,758,,,,,1594,,1914,,,,,1340,,,,1280.625,395.9559635,8,,15,,0,0,1,,8,,6,,9,,17
potato,,1299,,1102,1710,730,933,827,717,846,1140,1161,,,,,,1415,943,1067,1284,,1423,,1055,,1103.25,274.7790628,16,,8,,0,0,0,,3,,2,,6,,9
present,1449,,1100,824,,787,1078,938,1248,995,842,1073,1041,935,864,1079,,922,707,1494,792,777,833,824,654,,966.1818182,218.5146037,22,,3,,0,0,0,,0,,0,,3,,3
priest,,1014,961,1139,1184,1549,1538,1136,,795,,955,1234,,,,,1375,979,1686,,1030,1297,954,1345,,1186.529412,249.1821918,17,,7,,0,0,0,,2,,1,,6,,8
pumpkin,,,791,893,1041,792,1476,1004,1245,952,789,1393,1303,,,818,626,1261,811,1891,729,791,1005,,1117,,1036.4,312.4466102,20,,3,,0,0,2,,2,,2,,1,,5
bag,,,,,860,862,876,,,746,755,666,,664,,,,,755,,1645,,,,,,869.8888889,301.3932002,9,,16,,0,0,0,,0,,0,,16,,16
pyramid,867,1611,1174,1441,1246,861,855,840,704,683,823,1207,1115,1330,839,982,656,1643,867,808,1281,661,1404,908,762,,1022.72,299.2017881,25,,0,,0,0,0,,0,,0,,0,,0
queen,1146,1079,892,986,1125,631,1437,1140,782,784,634,815,1281,835,908,716,949,789,787,1033,1023,842,1126,811,816,,934.68,199.7182849,25,,0,,0,0,0,,0,,0,,0,,0
rabbit,731,1044,658,566,891,534,709,783,848,,486,565,601,783,812,553,606,701,687,728,531,1029,723,969,551,,712.0416667,159.4821727,24,,1,,0,0,0,,0,,0,,1,,1
raccoon,,1975,,1358,,884,,1165,,1921,,,,,,1013,1091,1080,,,,1231,,,1758,,1347.6,394.7190844,10,,13,,0,0,1,,9,,6,,7,,15
radio,1785,1458,1498,1101,1362,1071,1328,1139,998,845,1523,1160,1822,994,1095,1082,,1087,718,,,1087,974,1828,,,1235.952381,314.1328503,21,,2,,0,0,1,,2,,1,,1,,4
radish,,,,1917,1912,,,,,1414,,,,,,1027,,,1415,,1374,,,,,,1509.833333,345.6237357,6,,17,,0,0,0,,10,,9,,8,,19
rain,1067,1250,968,923,,741,895,804,946,822,712,865,1085,882,838,650,871,926,804,,,1333,849,1405,922,,934.4545455,190.9801105,22,,3,,0,0,0,,0,,0,,3,,3
rainbow,963,991,700,1417,734,799,1033,1010,1194,855,576,658,716,1419,869,634,804,756,1343,1011,648,735,824,1188,662,,901.56,249.0460265,25,,0,,0,0,0,,0,,0,,0,,0
rake,799,861,1310,1219,1034,599,964,806,911,668,569,842,607,1330,1142,1079,639,736,1110,,,944,1064,1419,751,,930.5652174,249.4830703,23,,2,,0,0,0,,2,,2,,0,,2
razor,1079,1165,1029,1263,1348,740,1280,967,1556,749,,814,1084,,1163,769,773,842,1145,824,1071,811,903,,1134,,1023.136364,223.6315625,22,,3,,0,0,1,,2,,2,,1,,3
record player,,,794,1561,831,1087,1197,1089,853,832,588,,1663,1437,,1747,879,970,902,1444,1286,,1556,,968,,1141.263158,340.1982824,19,,4,,0,1,1,,1,,0,,4,,6
fridge,863,897,,780,1017,738,937,1085,1207,,676,797,,801,900,800,670,935,782,1165,1001,889,8,1015,1152,,868.8636364,245.5121557,22,,2,,0,1,0,,0,,1,,1,,3
rhino,880,819,837,,,,,764,1167,692,823,1270,,,884,1850,642,766,858,,822,,888,,1114,,942.25,294.3140047,16,,9,,0,0,0,,1,,1,,8,,9
rifle,,,1013,1258,1410,,1394,,1195,,,,,,1583,,747,,,,,,,,,,1228.571429,278.7704295,7,,18,,0,0,0,,0,,0,,18,,18
ring,,687,777,627,1375,585,785,873,942,586,608,626,736,,1215,781,549,747,687,759,866,683,273,718,682,,746.3913043,220.1234652,23,,0,,0,1,0,,1,,0,,0,,2
road,893,1067,799,1083,865,696,898,838,795,735,607,707,719,789,822,735,693,799,,,927,854,699,1099,746,,820.2173913,129.9069445,23,,0,,1,0,0,,2,,0,,0,,2
robot,728,1072,821,794,723,696,1000,836,827,697,,705,775,730,706,791,576,778,800,974,710,635,742,905,620,,776.7083333,118.4172722,24,,1,,0,0,0,,0,,1,,0,,1
rock,1995,,1873,986,,1218,882,960,1319,712,,863,1242,,,,809,,1454,1047,1006,1624,770,1154,921,,1157.5,371.6417076,18,,5,,1,0,0,,2,,2,,3,,7
rocket,709,690,685,715,889,590,805,1543,725,834,622,679,,650,784,613,775,878,697,1181,628,666,791,734,654,,772.375,205.7027853,24,,1,,0,0,0,,0,,0,,1,,1
rocking chair,958,855,,930,793,1055,1120,748,1141,,512,888,1085,1079,811,,749,,,1744,865,755,832,998,877,,939.75,244.6012598,20,,5,,0,0,0,,0,,0,,5,,5
rollerskate,1339,,706,,1027,,47,890,932,604,564,,1108,824,810,,769,1579,856,,967,781,,,777,,857.6470588,327.5184997,17,,8,,0,0,0,,2,,1,,7,,8
rolling pin,1289,907,1111,1059,774,695,780,694,801,722,673,1242,972,774,794,847,929,725,1119,943,809,881,660,1009,732,,877.64,177.4959812,25,,0,,0,0,0,,0,,0,,0,,0
roof,868,,1128,1343,1193,791,1187,852,826,676,758,948,929,,882,1228,900,1198,1013,1303,1171,744,885,1029,850,,987.0434783,193.6952804,23,,1,,0,0,1,,0,,0,,1,,2
cockerel,,,,,,,,1233,1075,,900,960,,,,,,,,,,,,,932,,1020,136.1414705,5,,19,,1,0,0,,2,,0,,19,,20
rope,1012,790,847,1081,847,520,717,846,854,611,456,679,697,827,730,715,613,699,677,760,764,782,758,862,1002,,765.84,143.129219,25,,0,,0,0,0,,0,,0,,0,,0
rose,,1047,1189,872,943,,,1247,1375,683,761,820,,766,,727,677,921,967,863,,780,1035,905,884,,919.0526316,190.9812305,19,,4,,2,0,0,,2,,0,,4,,6
rug,,985,683,1102,1162,1017,896,1046,1367,591,770,694,894,779,,741,,722,,921,673,851,997,1055,892,,897.047619,191.1827597,21,,4,,0,0,0,,0,,0,,4,,4
ruler,622,975,673,684,683,685,659,830,755,679,597,710,595,812,583,713,573,706,679,660,523,740,727,606,710,,687.16,93.55688109,25,,0,,0,0,0,,0,,0,,0,,0
saddle,949,1079,972,1021,904,777,1104,1131,1032,802,906,1027,1421,,1075,953,865,861,942,800,,1075,1117,,1120,,996.9545455,145.7781998,22,,1,,0,0,1,,2,,1,,0,,3
safe,1659,1553,608,1515,1323,,1254,1160,908,1029,1135,1320,1023,1271,1063,1167,1152,1148,1395,1298,,1110,974,1426,1080,,1198.73913,230.7334585,23,,1,,0,0,1,,1,,0,,1,,2
safety pin,,1458,,1083,,934,1302,838,,,768,1127,852,,,998,870,,,1034,,984,,,1573,,1063.153846,245.8166139,13,,11,,0,0,0,,1,,1,,10,,12
yacht,1658,,1980,,,,,,,,,,,,,,,,,1198,,,,,,,1612,393.0241723,3,,22,,0,0,0,,0,,0,,22,,22
sailor,1608,1167,1024,941,1042,866,1514,1090,1023,773,651,937,945,1214,1004,927,934,960,955,1699,563,936,906,,1052,,1030.458333,264.2908443,24,,1,,0,0,0,,0,,0,,1,,1
pepper pot,,,,,,,,,,,1011,,,,,,,,,,,,1527,,,,1269,364.8670991,2,,23,,0,0,0,,0,,1,,22,,23
sandwich,1027,1551,764,939,875,800,818,841,1083,683,599,696,781,782,673,838,662,886,963,,838,754,724,1104,740,,850.875,198.1734665,24,,0,,1,0,0,,1,,0,,0,,1
saw,1139,957,862,839,1153,807,766,838,956,856,733,747,731,992,1124,668,717,1010,810,927,845,911,863,1396,780,,897.08,167.8942921,25,,0,,0,0,0,,0,,0,,0,,0
saxophone,1239,1087,1361,992,902,819,1403,821,1057,763,1524,1060,,1258,,862,1064,1121,972,,,,1762,,,,1114.833333,267.6583094,18,,6,,0,0,2,,1,,0,,6,,7
scales,1264,,,,1636,1109,1238,906,1350,974,,1387,1029,,,820,969,1007,1173,925,1083,1011,986,,1155,,1112.333333,202.687241,18,,7,,0,0,0,,3,,2,,5,,7
scarf,1359,958,653,1073,1124,744,1061,837,1153,748,825,763,175,1017,934,1200,908,1006,806,883,945,773,26,1232,728,,877.24,294.4397618,25,,0,,0,0,0,,0,,0,,0,,0
scissors,756,745,664,770,920,720,750,672,710,591,765,670,628,773,666,669,590,912,880,764,714,703,693,790,1454,,758.76,167.9866761,25,,0,,0,0,0,,0,,0,,0,,0
scorpion,1039,,1523,1364,844,820,,1174,1110,696,699,1233,,,927,922,973,818,1283,938,971,961,1367,1147,1244,,1050.142857,227.8770032,21,,2,,0,0,0,,2,,1,,1,,4
screw,973,1134,1276,895,1051,,1542,809,952,838,1168,1121,,1381,976,1246,1253,,1231,1394,,,1255,,1057,,1134.315789,199.2352191,19,,4,,0,0,1,,1,,0,,4,,6
screwdriver,1348,1404,1210,1090,960,832,1369,839,1738,1060,948,1620,1198,,911,1574,1060,,,,1323,993,795,1340,1868,,1213.333333,308.5181248,21,,2,,0,1,1,,1,,1,,1,,4
seahorse,,1938,548,,1819,759,886,789,1544,803,677,1107,933,1020,921,967,690,880,1165,843,930,727,855,,840,,983.6818182,352.934553,22,,2,,0,0,0,,2,,1,,1,,3
seal,1052,1518,1018,1091,,889,1161,804,,736,885,1330,507,,1090,762,872,937,1750,846,724,,1108,,1678,,1037.9,322.9200488,20,,3,,0,1,1,,3,,0,,3,,5
see saw,958,1782,655,1307,1086,1112,820,791,795,729,1435,1375,754,872,755,715,629,931,1352,987,1336,717,984,847,,,988.5,299.7100048,24,,1,,0,0,0,,0,,0,,1,,1
sewing machine,,1257,,1015,952,753,939,813,,967,825,1269,,1075,981,1097,747,1154,820,1043,,866,1256,930,858,,980.85,163.9869298,20,,3,,0,1,1,,0,,0,,3,,5
shark,1016,1070,728,903,839,,1428,859,,919,841,981,1045,1067,748,745,765,879,858,896,782,956,1207,1146,953,,940.4782609,167.8711274,23,,1,,0,0,1,,0,,0,,1,,2
sheep,927,963,924,1162,1236,706,,1070,,830,1034,969,1206,197,,1274,,797,1148,,1201,1555,1053,,1032,,1014.947368,277.910352,19,,4,,1,0,0,,3,,0,,4,,6
shell,1005,1191,1602,793,1181,785,1130,821,1095,713,1182,804,,1219,1385,1518,,832,,951,1006,855,1003,,735,,1038.380952,253.782875,21,,3,,0,1,0,,1,,0,,3,,4
ship,1102,1198,,1489,,,1012,1201,1412,,,1441,,1052,,864,713,,1127,1113,,753,900,928,,,1087,237.3400213,15,,10,,0,0,0,,0,,0,,10,,10
shirt,1853,1604,954,1148,1654,1195,,787,,862,999,1192,785,1210,,924,,946,952,,,852,1062,1207,1761,,1155.105263,331.2776437,19,,6,,0,0,0,,0,,0,,6,,6
shoe,984,761,656,659,778,574,749,761,799,1072,852,675,898,876,1246,612,735,859,768,783,632,724,874,751,869,,797.88,148.488866,25,,0,,0,0,0,,0,,0,,0,,0
shoulder,,1935,1044,1655,1807,968,1106,1062,1182,,1600,,,872,958,924,797,,1482,1595,1826,1243,1107,1475,926,,1278.2,359.3206455,20,,5,,0,0,0,,0,,0,,5,,5
spade,1046,908,756,,,1100,803,688,698,784,800,1007,732,981,1284,1338,877,686,893,805,799,782,1054,1073,1059,,911,183.6412016,23,,2,,0,0,0,,1,,0,,2,,2
shower,1003,872,,897,1021,920,1803,930,1086,740,672,,802,834,1061,644,931,978,823,873,877,839,965,1237,817,,940.2173913,230.1959554,23,,1,,0,2,0,,0,,1,,0,,2
sink,1182,1058,1024,864,1333,986,1028,933,822,691,673,850,1514,927,,831,724,1550,819,,1102,940,1117,1364,840,,1007.478261,245.184322,23,,0,,0,0,0,,2,,0,,0,,2
skate board,979,1301,916,797,889,809,910,705,1001,724,688,779,853,822,1132,738,708,802,819,909,790,702,846,870,772,,850.44,140.9441615,25,,0,,0,0,0,,0,,0,,0,,0
skeleton,855,870,774,825,912,690,843,759,820,666,714,835,922,889,766,761,678,897,883,762,733,867,893,814,718,,805.84,78.04362028,25,,0,,0,0,0,,0,,0,,0,,0
skirt,997,,949,1050,1501,807,988,,,851,821,,948,792,1135,963,897,761,1168,983,1076,1208,1100,1038,906,,997.0952381,170.1020002,21,,4,,0,0,0,,0,,0,,4,,4
skis,1133,,1439,1106,959,824,1114,993,875,1041,,941,,1196,1364,884,1318,1074,1120,,945,868,1071,,866,,1056.55,173.658914,20,,2,,1,0,0,,3,,0,,2,,5
skunk,,,1510,1163,1111,1236,,1124,,,1050,1491,1958,,1437,,894,905,1184,1389,1723,,1416,,,,1306.066667,295.011735,15,,10,,0,0,0,,6,,4,,6,,10
sledge,,1510,,1083,996,782,1050,,,718,,,1184,,1491,1620,,1303,1192,1353,682,859,,,,,1130.214286,302.9085108,14,,11,,0,0,0,,0,,1,,10,,11
slide,943,1555,676,,1198,819,857,830,794,713,827,862,,,1427,664,704,735,697,884,846,937,1010,903,1546,,928.5,266.5934572,22,,1,,0,0,1,,1,,0,,1,,3
catapult,1481,,,1562,,,1956,,,1259,,1533,,,,,,,1382,,1463,824,,,,,1432.5,317.8341886,8,,15,,0,0,0,,8,,3,,12,,17
slipper,,1352,1043,920,,780,1467,1256,1627,1109,797,996,1074,1283,1400,946,,1114,,981,852,936,,,1236,,1114.157895,236.4480829,19,,5,,0,0,0,,1,,0,,5,,6
smoke,,1361,1089,,1287,,1313,1211,,,,,1176,,1494,797,,,,,1077,1299,1138,,1132,,1197.833333,176.1878302,12,,12,,0,0,0,,1,,0,,12,,13
snail,965,892,1639,765,769,725,886,813,1038,779,786,713,808,799,855,691,697,758,784,,787,794,787,1516,926,,873.8333333,232.7070685,24,,0,,0,0,0,,1,,0,,0,,1
snake,778,905,697,745,806,764,1167,673,724,834,567,651,981,857,847,649,650,873,718,817,715,796,814,828,771,,785.08,122.4870469,25,,0,,0,0,0,,0,,0,,0,,0
snowman,858,1178,820,748,1000,739,887,984,789,700,740,718,743,713,753,676,688,848,1393,749,763,664,919,827,791,,827.52,166.8764813,25,,0,,0,0,0,,0,,0,,0,,0
sock,788,844,725,663,774,580,999,747,800,603,611,731,641,680,802,636,674,672,614,901,638,686,741,863,672,,723.4,103.5362255,25,,0,,0,0,0,,0,,0,,0,,0
sofa,,1124,1359,752,1373,757,911,982,810,754,715,815,,1364,934,765,525,893,975,,1341,718,897,,695,,926.6190476,249.0366391,21,,3,,0,0,0,,1,,0,,3,,4
soldier,1128,,1337,,1220,890,1696,1300,937,838,600,1175,821,,886,773,863,1091,1251,,,1259,885,974,867,,1039.55,255.4367725,20,,3,,0,0,0,,3,,0,,3,,5
spaghetti,985,1189,836,1032,1116,987,1040,767,889,,780,1448,609,,830,807,739,997,850,,981,853,912,1040,964,,938.6818182,176.521518,22,,2,,1,0,0,,1,,0,,2,,3
spatula,,,,,,,,,,,1064,,,,,,,,1226,,,,,,,,1145,114.5512986,2,,23,,0,0,0,,6,,5,,18,,23
spider,1016,897,854,927,995,769,1057,869,924,812,684,1222,,893,745,840,1014,845,875,944,989,973,809,1309,769,,917.9583333,143.1410005,24,,0,,0,0,1,,0,,0,,0,,1
cotton reel,,,,,,956,,,,,,,1267,,,,724,,,1157,,,1407,,,,1102.2,268.0833826,5,,20,,0,0,0,,4,,0,,20,,20
spoon,778,791,953,846,893,763,845,780,1042,932,643,749,790,846,1019,690,673,873,883,836,663,807,892,1144,650,,831.24,125.4011164,25,,0,,0,0,0,,0,,0,,0,,0
squirrel,1291,789,799,846,1152,684,856,857,1375,803,912,735,957,1423,1052,,666,753,842,781,831,744,986,1962,723,,950.7916667,300.8820337,24,,1,,0,0,0,,0,,0,,1,,1
stair case,,,,912,,,,,,,,1783,970,,,,,,,,,,,,,,1221.666667,486.9931553,3,,21,,0,1,0,,1,,0,,21,,22
statue,970,1271,1218,1217,1052,1132,1045,988,1938,819,692,1070,1047,1281,1017,,884,1161,1250,1001,859,839,1013,1651,954,,1098.708333,265.8051721,24,,1,,0,0,0,,0,,1,,0,,1
steering wheel,,,1061,1531,1057,,1503,,,856,,,,1643,999,,786,977,1098,987,,,1194,,951,,1126.384615,268.4230301,13,,11,,0,0,0,,2,,1,,10,,12
stethoscope,,1159,1092,1376,1176,758,1098,901,,842,727,1707,1629,1547,1184,1083,1138,1246,,1991,,1373,1244,1992,,,1263.15,361.168757,20,,4,,0,0,0,,5,,4,,0,,5
stocking,1556,,,934,,892,1658,,1597,759,,,,1567,,,,,,,,,1068,,,,1253.875,374.7576121,8,,17,,0,0,0,,1,,0,,17,,17
stool,1118,1264,709,1018,805,748,881,887,1189,702,709,984,773,1124,1068,709,638,836,1041,1073,825,854,805,693,755,,888.32,177.9671599,25,,0,,0,0,0,,0,,0,,0,,0
cooker,,1440,,1071,,,,976,,812,,,,1293,,1163,1084,,,,1196,852,,,1401,,1128.8,213.2451901,10,,14,,0,0,0,,2,,0,,14,,15
strawberry,1439,1333,797,1056,953,909,1140,989,1096,784,1188,986,1279,1044,1184,834,787,807,871,1119,843,744,1097,988,1028,,1011.8,184.9806296,25,,0,,0,0,0,,0,,0,,0,,0
pushchair,,,1430,,,,,1199,1063,830,647,,,1492,,1390,1088,,1130,,,972,1037,,,,1116.181818,255.8240873,11,,13,,1,0,0,,2,,0,,13,,14
submarine,1202,1170,882,1178,1138,984,1327,940,972,1043,1580,1060,1052,1107,1008,1033,846,995,1186,948,1052,1216,980,,1024,,1080.125,156.0903619,24,,1,,0,0,0,,0,,0,,1,,1
suitcase,930,915,670,741,929,796,883,821,,767,818,,864,674,944,662,718,,832,1050,733,1007,854,1502,653,,852.8636364,183.756126,22,,2,,0,0,0,,2,,0,,2,,3
sun,854,938,773,885,964,629,970,776,944,841,586,894,841,727,724,746,574,777,767,821,1022,778,973,844,,,818.6666667,120.6293881,24,,1,,0,0,0,,0,,0,,1,,1
swan,1418,1172,743,1006,1063,723,915,841,848,773,619,765,752,1185,1139,635,629,765,947,938,713,740,890,1195,827,,889.64,207.359366,25,,0,,0,0,0,,0,,0,,0,,0
jumper,1110,1465,826,759,1512,619,1303,,1061,633,739,821,789,828,919,841,761,767,763,1173,1348,,817,974,671,,934.7391304,263.1432754,23,,2,,0,0,0,,0,,0,,2,,2
swing,965,832,644,741,769,677,1089,910,1095,783,777,816,729,1234,1239,672,695,952,1808,767,876,770,908,775,691,,888.56,253.6758233,25,,0,,0,0,0,,0,,0,,0,,0
sword,1095,860,1424,967,1239,1025,1115,835,1252,922,709,879,1210,970,999,802,992,837,956,902,1064,884,890,1473,915,,1008.64,189.0451622,25,,0,,0,0,0,,0,,0,,0,,0
syringe,1438,1125,1003,770,,,1134,,1266,858,,1120,1041,,1031,,,987,1545,,1246,981,,,966,,1100.733333,205.8631538,15,,10,,0,0,0,,3,,2,,8,,10
table,783,778,698,677,848,654,,720,1119,738,547,613,868,721,813,859,572,800,,886,1162,667,691,696,700,,765.6521739,149.1032616,23,,0,,0,1,0,,1,,0,,0,,2
tail,1393,,,1363,1137,,,1370,1567,,1278,1323,1421,1417,1012,1649,1573,910,1159,1142,1522,1568,1826,,1744,,1388.105263,243.6265117,19,,5,,0,0,0,,3,,1,,4,,6
Tank,1044,1363,,814,918,1242,1586,1051,1112,1368,,1496,,1061,952,841,744,871,882,1149,1240,760,916,,1455,,1088.809524,253.6561884,21,,4,,0,0,3,,0,,2,,2,,4
tape recorder,,,,,,,1411,,,,,1681,1346,,,,925,946,,1417,,936,,,1181,,1230.375,279.5669802,8,,17,,0,0,1,,1,,0,,17,,17
teapot,1088,1336,745,,879,1018,892,723,1204,677,610,877,770,1583,,897,671,820,,1107,673,681,1051,,837,,911.3809524,248.0549286,21,,0,,1,0,0,,4,,0,,0,,4
tear,1243,,1034,1560,,1039,,1043,,924,805,,,1195,1411,1043,,1049,1557,1317,,,,1125,1383,,1181.866667,225.0542368,15,,10,,0,0,0,,0,,0,,10,,10
teepee,,1748,1684,,,,,1217,1561,,,,,,,,1514,1199,1905,,,936,,,,,1470.5,326.2615077,8,,13,,0,0,1,,6,,2,,11,,17
teeth,814,949,746,,,742,896,907,1453,763,533,,733,760,,1015,1146,736,785,,642,631,1055,,1099,,863.4210526,218.1091255,19,,6,,0,0,0,,0,,0,,6,,6
telephone,780,777,776,677,787,957,786,921,720,686,582,653,773,560,706,664,581,1141,715,1574,694,698,743,901,870,,788.88,207.9583933,25,,0,,0,0,0,,0,,0,,0,,0
telescope,971,1306,,,,1164,1585,1295,968,817,758,925,955,1307,1070,1142,1026,1188,,,,832,1168,1156,,,1090.722222,208.5408143,18,,2,,0,0,0,,6,,2,,0,,7
television,914,,,755,875,706,406,899,,656,,737,880,962,,1109,633,,787,964,,97,841,,774,,764.4117647,234.1658223,17,,8,,1,0,0,,1,,0,,8,,8
racquet,995,1249,,1322,,714,,,,,,,,,,,858,,819,,1049,,,,1162,,1021,215.6544856,8,,17,,1,0,0,,0,,0,,17,,17
tent,772,1029,725,1143,1035,612,844,806,781,763,684,641,780,709,988,627,643,,886,922,680,714,827,859,765,,801.4583333,141.0473184,24,,0,,0,1,0,,0,,0,,0,,1
flask,1403,,1014,1132,1047,1269,892,1338,,927,1334,946,,887,,1718,787,824,922,1345,,,1110,1192,1335,,1127.473684,245.2326262,19,,6,,0,0,1,,3,,2,,4,,6
thimble,1993,1980,1578,920,1221,736,1159,983,,788,,,855,718,1037,730,817,864,,,1150,1043,951,1702,848,,1103.65,399.3796868,20,,3,,0,0,0,,4,,1,,2,,5
thumb,881,1737,950,816,998,915,1362,874,1071,918,964,789,845,796,821,839,754,904,891,1156,948,788,845,,736,,941.5833333,218.1381526,24,,1,,0,0,0,,0,,0,,1,,1
tie,846,1265,688,1346,931,610,926,860,773,714,700,622,752,841,778,699,692,392,754,802,875,801,813,764,726,,798.8,189.186416,25,,0,,0,0,0,,0,,0,,0,,0
tiger,1004,,,1167,833,779,1040,747,1931,745,648,1008,699,1125,1098,837,606,925,854,,1303,785,849,1135,,,958,290.9114986,21,,4,,0,0,0,,0,,0,,4,,4
tyre,1045,,,922,878,,,,,,872,929,,,,,672,866,,1494,,,1310,902,,,989,240.0203695,10,,15,,0,0,0,,1,,0,,15,,15
toaster,844,952,831,1263,940,661,999,1006,764,773,653,784,829,932,800,874,688,,760,889,887,861,938,847,724,,854.125,131.7168612,24,,1,,0,0,0,,0,,0,,1,,1
toe,,,860,,,1047,,,,,829,,1182,,918,1942,,,1056,1160,,1137,1234,,1489,,1168.545455,317.3579568,11,,13,,0,0,0,,3,,2,,11,,14
